year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,21,2024,1925,59,2133,2045,48,9E,4127,N8525B,JFK,IAD,46,228,19,25,2013-02-22T00:00:00Z
2013,4,21,905,910,-5,1205,1158,7,B6,517,N562JB,EWR,MCO,144,937,9,10,2013-04-21T13:00:00Z
2013,12,28,1956,1946,10,2237,2252,-15,DL,2590,N389DA,JFK,LAS,303,2248,19,46,2013-12-29T00:00:00Z
2013,1,24,931,940,-9,1243,1250,-7,AA,1871,N3JBAA,LGA,MIA,151,1096,9,40,2013-01-24T14:00:00Z
2013,1,15,NA,645,NA,NA,952,NA,UA,719,NA,EWR,DFW,NA,1372,6,45,2013-01-15T11:00:00Z
2013,9,2,604,610,-6,714,725,-11,WN,249,N283WN,EWR,MDW,110,711,6,10,2013-09-02T10:00:00Z
2013,9,26,1244,1245,-1,1446,1444,2,DL,1131,N329NW,LGA,DTW,72,502,12,45,2013-09-26T16:00:00Z
2013,7,14,857,900,-3,1131,1206,-35,B6,5,N554JB,EWR,FLL,132,1065,9,0,2013-07-14T13:00:00Z
2013,3,13,932,900,32,1118,1116,2,DL,181,N391DA,LGA,DTW,75,502,9,0,2013-03-13T13:00:00Z
2013,11,24,806,745,21,1123,1058,25,DL,183,N705TW,JFK,SEA,331,2422,7,45,2013-11-24T12:00:00Z
2013,5,20,2018,2015,3,2334,2358,-24,B6,649,N636JB,JFK,SFO,337,2586,20,15,2013-05-21T00:00:00Z
2013,4,26,1855,1855,0,2219,2210,9,VX,169,N641VA,EWR,LAX,329,2454,18,55,2013-04-26T22:00:00Z
2013,5,28,1817,1830,-13,1934,1955,-21,MQ,4484,N735MQ,LGA,BNA,113,764,18,30,2013-05-28T22:00:00Z
2013,12,20,1827,1830,-3,2113,2138,-25,B6,201,N657JB,JFK,FLL,143,1069,18,30,2013-12-20T23:00:00Z
2013,5,24,1936,1825,71,2031,2005,26,WN,1354,N414WN,LGA,BNA,103,764,18,25,2013-05-24T22:00:00Z
2013,4,29,1500,1500,0,1634,1640,-6,MQ,4333,N631MQ,JFK,PIT,68,340,15,0,2013-04-29T19:00:00Z
2013,10,22,2154,2159,-5,2245,2306,-21,EV,3842,N13994,EWR,MHT,36,209,21,59,2013-10-23T01:00:00Z
2013,11,26,941,936,5,1046,1052,-6,B6,116,N192JB,JFK,SYR,45,209,9,36,2013-11-26T14:00:00Z
2013,4,28,1822,1825,-3,2129,2149,-20,DL,1085,N997DL,JFK,MIA,152,1089,18,25,2013-04-28T22:00:00Z
2013,12,14,4,2359,5,451,440,11,B6,1503,N509JB,JFK,SJU,195,1598,23,59,2013-12-15T04:00:00Z
2013,4,28,1702,1700,2,2012,2022,-10,DL,706,N302NB,JFK,AUS,218,1521,17,0,2013-04-28T21:00:00Z
2013,6,17,634,635,-1,743,745,-2,EV,4241,N14904,EWR,DCA,42,199,6,35,2013-06-17T10:00:00Z
2013,5,31,1025,1000,25,1150,1137,13,UA,1210,N73276,LGA,ORD,103,733,10,0,2013-05-31T14:00:00Z
2013,4,3,850,900,-10,1152,1224,-32,DL,120,N706TW,JFK,LAX,331,2475,9,0,2013-04-03T13:00:00Z
2013,3,5,1127,1130,-3,1324,1339,-15,DL,2219,N315US,LGA,MSP,144,1020,11,30,2013-03-05T16:00:00Z
2013,10,28,2041,2045,-4,2355,2359,-4,B6,1295,N821JB,JFK,AUS,214,1521,20,45,2013-10-29T00:00:00Z
2013,8,2,613,614,-1,750,806,-16,US,1965,N119US,EWR,CLT,78,529,6,14,2013-08-02T10:00:00Z
2013,7,29,857,905,-8,1105,1114,-9,DL,181,N344NW,LGA,DTW,80,502,9,5,2013-07-29T13:00:00Z
2013,10,18,821,826,-5,1151,1219,-28,B6,403,N536JB,JFK,SJU,190,1598,8,26,2013-10-18T12:00:00Z
2013,1,12,2121,2130,-9,2354,25,-31,B6,383,N659JB,LGA,FLL,138,1076,21,30,2013-01-13T02:00:00Z
2013,11,24,1023,1030,-7,1239,1244,-5,DL,2343,N345NB,EWR,ATL,111,746,10,30,2013-11-24T15:00:00Z
2013,5,22,1625,1552,33,1906,1900,6,UA,423,N456UA,EWR,FLL,146,1065,15,52,2013-05-22T19:00:00Z
2013,12,22,1513,1515,-2,1726,1705,21,MQ,3231,N671MQ,JFK,PIT,73,340,15,15,2013-12-22T20:00:00Z
2013,11,6,1912,1650,142,2024,1802,142,B6,918,N281JB,JFK,BOS,39,187,16,50,2013-11-06T21:00:00Z
2013,5,26,654,659,-5,932,951,-19,B6,49,N534JB,JFK,PBI,136,1028,6,59,2013-05-26T10:00:00Z
2013,8,9,1228,1230,-2,1538,1558,-20,DL,2098,N335NB,LGA,MIA,159,1096,12,30,2013-08-09T16:00:00Z
2013,5,3,1257,1300,-3,1622,1645,-23,DL,315,N3772H,JFK,SJU,183,1598,13,0,2013-05-03T17:00:00Z
2013,6,28,928,930,-2,1215,1234,-19,DL,1443,N703TW,JFK,SEA,323,2422,9,30,2013-06-28T13:00:00Z
2013,11,21,1825,1830,-5,2039,2052,-13,9E,2954,N8913A,JFK,CHS,91,636,18,30,2013-11-21T23:00:00Z
2013,8,19,1055,1017,38,1245,1228,17,UA,1625,N76523,EWR,DEN,206,1605,10,17,2013-08-19T14:00:00Z
2013,11,11,900,910,-10,1050,1055,-5,AA,313,N530AA,LGA,ORD,129,733,9,10,2013-11-11T14:00:00Z
2013,6,9,641,645,-4,849,853,-4,B6,117,N197JB,JFK,MSY,169,1182,6,45,2013-06-09T10:00:00Z
2013,7,27,1833,1835,-2,1958,2010,-12,MQ,3674,N528MQ,LGA,CLE,61,419,18,35,2013-07-27T22:00:00Z
2013,6,9,1815,1808,7,1945,1933,12,UA,646,N429UA,EWR,BOS,41,200,18,8,2013-06-09T22:00:00Z
2013,6,3,702,705,-3,943,929,14,EV,4137,N34111,EWR,ATL,116,746,7,5,2013-06-03T11:00:00Z
2013,5,6,1427,1426,1,1724,1729,-5,B6,71,N768JB,JFK,FLL,153,1069,14,26,2013-05-06T18:00:00Z
2013,6,6,1947,1955,-8,2228,2230,-2,EV,4204,N16170,EWR,OKC,195,1325,19,55,2013-06-06T23:00:00Z
2013,12,26,810,815,-5,959,1021,-22,DL,2119,N326NB,LGA,MSP,150,1020,8,15,2013-12-26T13:00:00Z
2013,3,4,1947,1943,4,2046,2053,-7,EV,4312,N14902,EWR,DCA,40,199,19,43,2013-03-05T00:00:00Z
2013,10,15,2137,2140,-3,51,40,11,AA,185,N335AA,JFK,LAX,335,2475,21,40,2013-10-16T01:00:00Z
2013,12,11,702,635,27,833,803,30,EV,4422,N12195,EWR,PIT,70,319,6,35,2013-12-11T11:00:00Z
2013,12,8,609,615,-6,912,915,-3,UA,288,N530UA,EWR,FLL,164,1065,6,15,2013-12-08T11:00:00Z
2013,10,13,1855,1855,0,2216,2215,1,VX,169,N622VA,EWR,LAX,333,2454,18,55,2013-10-13T22:00:00Z
2013,6,22,714,715,-1,834,848,-14,EV,4227,N13913,EWR,CLE,62,404,7,15,2013-06-22T11:00:00Z
2013,8,3,924,920,4,1226,1210,16,AA,1223,N555AA,EWR,DFW,203,1372,9,20,2013-08-03T13:00:00Z
2013,6,14,1942,1935,7,2246,2223,23,9E,3380,N908XJ,JFK,JAX,102,828,19,35,2013-06-14T23:00:00Z
2013,9,28,1930,1932,-2,2158,2233,-35,UA,1416,N38424,EWR,TPA,126,997,19,32,2013-09-28T23:00:00Z
2013,2,14,1155,1200,-5,1344,1400,-16,US,1443,N742PS,JFK,CLT,88,541,12,0,2013-02-14T17:00:00Z
2013,1,3,1850,1745,65,2148,2120,28,AA,177,N332AA,JFK,SFO,314,2586,17,45,2013-01-03T22:00:00Z
2013,11,4,838,843,-5,941,957,-16,UA,994,N402UA,EWR,BOS,39,200,8,43,2013-11-04T13:00:00Z
2013,2,21,1511,1500,11,1645,1639,6,UA,685,N414UA,LGA,ORD,133,733,15,0,2013-02-21T20:00:00Z
2013,3,21,1514,1505,9,1634,1640,-6,9E,4105,N8758D,JFK,IAD,49,228,15,5,2013-03-21T19:00:00Z
2013,6,15,1459,1455,4,1728,1752,-24,B6,63,N796JB,JFK,TPA,129,1005,14,55,2013-06-15T18:00:00Z
2013,10,14,1311,1315,-4,1501,1505,-4,US,2095,N113UW,EWR,CLT,86,529,13,15,2013-10-14T17:00:00Z
2013,12,6,837,842,-5,1129,1141,-12,B6,1025,N657JB,JFK,TPA,148,1005,8,42,2013-12-06T13:00:00Z
2013,6,12,726,730,-4,1026,1045,-19,VX,183,N854VA,EWR,SFO,344,2565,7,30,2013-06-12T11:00:00Z
2013,2,23,900,900,0,1031,1039,-8,UA,859,N462UA,LGA,ORD,126,733,9,0,2013-02-23T14:00:00Z
2013,11,8,1557,1600,-3,1826,1841,-15,DL,847,N674DL,LGA,ATL,113,762,16,0,2013-11-08T21:00:00Z
2013,9,5,901,910,-9,1139,1215,-36,AA,1121,N3KDAA,LGA,DFW,177,1389,9,10,2013-09-05T13:00:00Z
2013,1,29,711,725,-14,1029,1035,-6,AS,11,N523AS,EWR,SEA,347,2402,7,25,2013-01-29T12:00:00Z
2013,10,10,557,600,-3,741,751,-10,DL,731,N357NW,LGA,DTW,76,502,6,0,2013-10-10T10:00:00Z
2013,7,13,1725,1725,0,2047,2045,2,AA,221,N5FFAA,JFK,MIA,152,1089,17,25,2013-07-13T21:00:00Z
2013,9,17,1254,1259,-5,1534,1533,1,DL,781,N997DL,LGA,ATL,113,762,12,59,2013-09-17T16:00:00Z
2013,9,4,1653,1655,-2,1933,2005,-32,VX,413,N639VA,JFK,LAX,315,2475,16,55,2013-09-04T20:00:00Z
2013,4,15,1440,1442,-2,1744,1749,-5,UA,1704,N33292,EWR,FLL,144,1065,14,42,2013-04-15T18:00:00Z
2013,6,16,1024,1025,-1,1240,1222,18,US,604,N640AW,EWR,PHX,295,2133,10,25,2013-06-16T14:00:00Z
2013,3,10,1351,1400,-9,1521,1503,18,US,2130,N951UW,LGA,BOS,35,184,14,0,2013-03-10T18:00:00Z
2013,10,3,1924,1930,-6,2213,2240,-27,DL,2370,N345NB,LGA,PBI,140,1035,19,30,2013-10-03T23:00:00Z
2013,11,4,1521,1515,6,1729,1711,18,EV,4326,N11187,EWR,CLT,87,529,15,15,2013-11-04T20:00:00Z
2013,12,4,853,900,-7,957,1030,-33,EV,5220,N608QX,LGA,ROC,46,254,9,0,2013-12-04T14:00:00Z
2013,11,8,457,500,-3,654,651,3,US,1895,N189UW,EWR,CLT,95,529,5,0,2013-11-08T10:00:00Z
2013,9,25,1046,1020,26,1330,1309,21,B6,53,N589JB,JFK,PBI,143,1028,10,20,2013-09-25T14:00:00Z
2013,5,2,900,901,-1,1207,1234,-27,B6,641,N508JB,JFK,SFO,336,2586,9,1,2013-05-02T13:00:00Z
2013,1,29,841,845,-4,1001,1006,-5,EV,4112,N16561,EWR,RIC,52,277,8,45,2013-01-29T13:00:00Z
2013,6,28,2214,2050,84,108,2352,76,UA,725,N447UA,EWR,AUS,202,1504,20,50,2013-06-29T00:00:00Z
2013,9,8,855,900,-5,1154,1204,-10,DL,120,N722TW,JFK,LAX,313,2475,9,0,2013-09-08T13:00:00Z
2013,9,22,805,808,-3,923,929,-6,B6,2702,N328JB,JFK,BUF,59,301,8,8,2013-09-22T12:00:00Z
2013,11,13,551,600,-9,729,754,-25,DL,731,N340NB,LGA,DTW,76,502,6,0,2013-11-13T11:00:00Z
2013,4,28,1847,1850,-3,2144,2136,8,B6,527,N594JB,EWR,MCO,130,937,18,50,2013-04-28T22:00:00Z
2013,12,25,1151,1200,-9,1244,1304,-20,B6,2380,N228JB,EWR,BOS,36,200,12,0,2013-12-25T17:00:00Z
2013,5,18,654,700,-6,940,1010,-30,AA,2279,N3KCAA,LGA,MIA,151,1096,7,0,2013-05-18T11:00:00Z
2013,1,31,2206,2125,41,2253,2224,29,EV,4404,N13538,EWR,PVD,31,160,21,25,2013-02-01T02:00:00Z
2013,3,10,1311,1249,22,1548,1539,9,B6,991,N570JB,JFK,PBI,138,1028,12,49,2013-03-10T16:00:00Z
2013,7,21,1727,1730,-3,1851,1848,3,B6,2580,N228JB,EWR,BOS,37,200,17,30,2013-07-21T21:00:00Z
2013,6,6,1355,1359,-4,1700,1554,66,MQ,4577,N500MQ,LGA,CLT,134,544,13,59,2013-06-06T17:00:00Z
2013,9,10,1420,1355,25,1605,1602,3,US,456,N655AW,EWR,PHX,267,2133,13,55,2013-09-10T17:00:00Z
2013,11,14,1816,1820,-4,2014,2026,-12,DL,2331,N337NB,LGA,DTW,88,502,18,20,2013-11-14T23:00:00Z
2013,3,11,1506,1446,20,1810,1744,26,UA,1122,N33289,EWR,PBI,150,1023,14,46,2013-03-11T18:00:00Z
2013,10,11,1520,1521,-1,1806,1819,-13,UA,1600,N17105,EWR,LAX,322,2454,15,21,2013-10-11T19:00:00Z
2013,4,26,2342,2110,152,51,2232,139,EV,4119,N12567,EWR,RIC,50,277,21,10,2013-04-27T01:00:00Z
2013,12,14,651,656,-5,1124,1141,-17,DL,2275,N3740C,JFK,SJU,189,1598,6,56,2013-12-14T11:00:00Z
2013,1,27,1917,1920,-3,2052,2121,-29,9E,3373,N904XJ,JFK,RDU,71,427,19,20,2013-01-28T00:00:00Z
2013,8,29,1804,1735,29,1952,1929,23,US,687,N640AW,EWR,CLT,74,529,17,35,2013-08-29T21:00:00Z
2013,4,8,824,825,-1,1111,1122,-11,DL,1959,N907DE,JFK,MCO,131,944,8,25,2013-04-08T12:00:00Z
2013,4,12,NA,1155,NA,NA,1310,NA,MQ,4425,N813MQ,JFK,DCA,NA,213,11,55,2013-04-12T15:00:00Z
2013,6,7,652,634,18,802,805,-3,EV,4422,N21130,EWR,PIT,53,319,6,34,2013-06-07T10:00:00Z
2013,9,13,645,633,12,801,745,16,EV,4241,N13538,EWR,DCA,43,199,6,33,2013-09-13T10:00:00Z
2013,12,22,1046,1046,0,1222,1215,7,EV,4187,N27962,EWR,BNA,130,748,10,46,2013-12-22T15:00:00Z
2013,9,26,916,931,-15,1231,1235,-4,B6,271,N612JB,LGA,FLL,149,1076,9,31,2013-09-26T13:00:00Z
2013,10,1,822,800,22,1100,1117,-17,DL,2431,N944DL,JFK,MIA,136,1089,8,0,2013-10-01T12:00:00Z
2013,10,25,1827,1830,-3,2024,2035,-11,DL,2057,N364NW,EWR,DTW,79,488,18,30,2013-10-25T22:00:00Z
2013,6,19,1011,1005,6,1222,1215,7,DL,2319,N373NW,LGA,MSP,146,1020,10,5,2013-06-19T14:00:00Z
2013,12,16,1254,1300,-6,1344,1410,-26,US,2148,N963UW,LGA,BOS,34,184,13,0,2013-12-16T18:00:00Z
2013,5,30,2134,2130,4,21,17,4,B6,383,N599JB,LGA,FLL,140,1076,21,30,2013-05-31T01:00:00Z
2013,10,24,1159,1200,-1,1309,1315,-6,WN,3330,N711HK,EWR,MDW,110,711,12,0,2013-10-24T16:00:00Z
2013,11,20,710,715,-5,844,905,-21,WN,2606,N456WN,LGA,STL,130,888,7,15,2013-11-20T12:00:00Z
2013,10,14,2159,2159,0,2305,2312,-7,EV,5904,N21197,EWR,BTV,44,266,21,59,2013-10-15T01:00:00Z
2013,6,14,1849,1815,34,2121,2106,15,UA,1061,N18220,EWR,DFW,175,1372,18,15,2013-06-14T22:00:00Z
2013,4,17,1237,1240,-3,1413,1415,-2,WN,163,N404WN,LGA,MKE,127,738,12,40,2013-04-17T16:00:00Z
2013,10,15,1831,1815,16,2036,2015,21,WN,1113,N214WN,LGA,STL,132,888,18,15,2013-10-15T22:00:00Z
2013,8,25,2215,2225,-10,2321,2340,-19,EV,4909,N754EV,LGA,BTV,44,258,22,25,2013-08-26T02:00:00Z
2013,6,7,751,756,-5,936,931,5,B6,1103,N354JB,JFK,RDU,76,427,7,56,2013-06-07T11:00:00Z
2013,3,12,1801,1745,16,2051,2055,-4,AA,785,N3ATAA,LGA,DFW,210,1389,17,45,2013-03-12T21:00:00Z
2013,4,7,2005,2005,0,2350,2330,20,VX,415,N848VA,JFK,LAX,358,2475,20,5,2013-04-08T00:00:00Z
2013,11,22,1140,1140,0,1322,1315,7,WN,2915,N743SW,LGA,BNA,128,764,11,40,2013-11-22T16:00:00Z
2013,11,9,1929,1930,-1,2205,2222,-17,UA,1043,N11206,EWR,MCO,132,937,19,30,2013-11-10T00:00:00Z
2013,10,4,1955,1945,10,2143,2143,0,EV,5306,N716EV,LGA,GSO,65,461,19,45,2013-10-04T23:00:00Z
2013,8,7,1223,1230,-7,1352,1401,-9,9E,3319,N915XJ,JFK,BUF,54,301,12,30,2013-08-07T16:00:00Z
2013,6,30,910,900,10,1248,1153,55,DL,120,N721TW,JFK,LAX,294,2475,9,0,2013-06-30T13:00:00Z
2013,3,4,2159,1800,239,2349,2006,223,US,373,N535UW,JFK,CLT,80,541,18,0,2013-03-04T23:00:00Z
2013,11,29,1457,1455,2,1757,1805,-8,AA,2285,N5DUAA,JFK,MCO,139,944,14,55,2013-11-29T19:00:00Z
2013,4,26,1606,1605,1,1921,1924,-3,DL,1373,N324US,JFK,MIA,143,1089,16,5,2013-04-26T20:00:00Z
2013,4,10,634,635,-1,832,846,-14,EV,4150,N10575,EWR,CVG,99,569,6,35,2013-04-10T10:00:00Z
2013,3,16,1600,1600,0,1946,1820,86,MQ,3985,N837MQ,JFK,CVG,110,589,16,0,2013-03-16T20:00:00Z
2013,5,15,811,811,0,915,921,-6,EV,4696,N19554,EWR,MHT,40,209,8,11,2013-05-15T12:00:00Z
2013,8,9,1439,1359,40,1711,1636,35,UA,1108,N76526,EWR,IAH,177,1400,13,59,2013-08-09T17:00:00Z
2013,10,10,2151,2000,111,21,2250,91,UA,404,N488UA,EWR,IAH,181,1400,20,0,2013-10-11T00:00:00Z
2013,6,13,1146,930,136,1432,1230,122,WN,1983,N777QC,EWR,AUS,200,1504,9,30,2013-06-13T13:00:00Z
2013,6,15,1040,1046,-6,1323,1402,-39,DL,1903,N365NB,LGA,SRQ,135,1047,10,46,2013-06-15T14:00:00Z
2013,10,19,952,1000,-8,1134,1130,4,EV,5736,N909EV,LGA,IAD,55,229,10,0,2013-10-19T14:00:00Z
2013,4,22,1845,1632,133,2028,1811,137,EV,4702,N11119,EWR,GSO,76,445,16,32,2013-04-22T20:00:00Z
2013,10,23,1333,1335,-2,1507,1500,7,WN,1,N942WN,LGA,MDW,111,725,13,35,2013-10-23T17:00:00Z
2013,9,6,1547,1550,-3,1735,1753,-18,EV,4667,N22971,EWR,MSP,147,1008,15,50,2013-09-06T19:00:00Z
2013,4,11,1748,1729,19,2011,2021,-10,UA,1734,N38257,EWR,PHX,288,2133,17,29,2013-04-11T21:00:00Z
2013,5,7,1452,1445,7,1737,1802,-25,DL,127,N711ZX,JFK,LAX,313,2475,14,45,2013-05-07T18:00:00Z
2013,9,4,1530,1530,0,1649,1715,-26,WN,1013,N252WN,LGA,STL,123,888,15,30,2013-09-04T19:00:00Z
2013,2,5,554,600,-6,836,837,-1,DL,461,N3773D,LGA,ATL,120,762,6,0,2013-02-05T11:00:00Z
2013,5,12,1431,1300,91,1535,1431,64,UA,1264,N26123,EWR,ORD,109,719,13,0,2013-05-12T17:00:00Z
2013,1,14,1558,1605,-7,1808,1750,18,MQ,4415,N734MQ,LGA,RDU,80,431,16,5,2013-01-14T21:00:00Z
2013,8,18,1436,1440,-4,1645,1647,-2,B6,575,N239JB,JFK,MSY,169,1182,14,40,2013-08-18T18:00:00Z
2013,4,30,1925,1925,0,2025,2105,-40,WN,3135,N469WN,LGA,MKE,105,738,19,25,2013-04-30T23:00:00Z
2013,7,25,1310,1315,-5,1428,1455,-27,AA,331,N553AA,LGA,ORD,108,733,13,15,2013-07-25T17:00:00Z
2013,9,26,837,810,27,1050,1030,20,FL,346,N938AT,LGA,ATL,99,762,8,10,2013-09-26T12:00:00Z
2013,10,10,2139,2022,77,2303,2200,63,UA,1464,N73299,EWR,CLE,58,404,20,22,2013-10-11T00:00:00Z
2013,8,26,2117,2100,17,2254,2250,4,MQ,3384,N0EGMQ,LGA,CLT,74,544,21,0,2013-08-27T01:00:00Z
2013,5,14,855,900,-5,1124,1124,0,DL,485,N956DN,EWR,ATL,96,746,9,0,2013-05-14T13:00:00Z
2013,3,27,1158,1205,-7,1437,1453,-16,B6,523,N659JB,EWR,MCO,136,937,12,5,2013-03-27T16:00:00Z
2013,10,18,2021,2030,-9,2149,2205,-16,WN,2520,N213WN,EWR,MDW,111,711,20,30,2013-10-19T00:00:00Z
2013,10,2,1052,1053,-1,1217,1228,-11,EV,3828,N10575,EWR,RDU,62,416,10,53,2013-10-02T14:00:00Z
2013,4,1,1749,1740,9,2050,2044,6,DL,1629,N3758Y,JFK,LAS,322,2248,17,40,2013-04-01T21:00:00Z
2013,11,19,1949,1956,-7,2209,2234,-25,DL,2454,N385DN,JFK,DEN,231,1626,19,56,2013-11-20T00:00:00Z
2013,4,15,555,600,-5,706,712,-6,EV,5752,N834AS,LGA,IAD,47,229,6,0,2013-04-15T10:00:00Z
2013,9,28,1027,1029,-2,1231,1244,-13,DL,1529,N3765,JFK,LAS,288,2248,10,29,2013-09-28T14:00:00Z
2013,1,15,1325,1325,0,1749,1810,-21,B6,705,N706JB,JFK,SJU,190,1598,13,25,2013-01-15T18:00:00Z
2013,4,12,1655,1520,95,1958,1745,133,MQ,4669,N542MQ,LGA,ATL,125,762,15,20,2013-04-12T19:00:00Z
2013,3,25,1938,1910,28,2114,2055,19,MQ,4569,N719MQ,LGA,RDU,66,431,19,10,2013-03-25T23:00:00Z
2013,1,12,1710,1710,0,2015,2015,0,AA,695,N3CJAA,JFK,AUS,225,1521,17,10,2013-01-12T22:00:00Z
2013,9,25,2028,2005,23,2137,2130,7,MQ,3604,N528MQ,EWR,ORD,105,719,20,5,2013-09-26T00:00:00Z
2013,12,25,2008,2015,-7,2116,2126,-10,B6,418,N306JB,JFK,BOS,32,187,20,15,2013-12-26T01:00:00Z
2013,11,9,1714,1714,0,1851,1857,-6,EV,4121,N14180,EWR,RDU,64,416,17,14,2013-11-09T22:00:00Z
2013,7,22,553,600,-7,843,834,9,B6,27,N595JB,EWR,MCO,127,937,6,0,2013-07-22T10:00:00Z
2013,6,28,1836,1723,73,2132,2013,79,UA,1740,N76515,EWR,IAH,197,1400,17,23,2013-06-28T21:00:00Z
2013,12,29,2313,2250,23,33,8,25,B6,2002,N229JB,JFK,BUF,58,301,22,50,2013-12-30T03:00:00Z
2013,9,11,958,1000,-2,1226,1304,-38,UA,1228,N37427,EWR,LAX,308,2454,10,0,2013-09-11T14:00:00Z
2013,3,20,1507,1510,-3,1822,1818,4,UA,1665,N17122,EWR,LAX,349,2454,15,10,2013-03-20T19:00:00Z
2013,6,9,1451,1455,-4,1823,1752,31,B6,63,N552JB,JFK,TPA,174,1005,14,55,2013-06-09T18:00:00Z
2013,4,10,2032,1844,108,2310,2114,116,UA,1523,N76517,EWR,DEN,233,1605,18,44,2013-04-10T22:00:00Z
2013,3,25,1853,1855,-2,2050,2100,-10,US,1491,N536UW,LGA,CLT,95,544,18,55,2013-03-25T22:00:00Z
2013,9,6,1644,1652,-8,1756,1823,-27,UA,708,N842UA,EWR,ORD,108,719,16,52,2013-09-06T20:00:00Z
2013,2,15,1452,1455,-3,1816,1825,-9,AA,1769,N5FNAA,JFK,MIA,175,1089,14,55,2013-02-15T19:00:00Z
2013,2,8,1059,1100,-1,1337,1338,-1,DL,1647,N675DL,LGA,ATL,110,762,11,0,2013-02-08T16:00:00Z
2013,2,26,633,635,-2,833,843,-10,EV,4626,N11164,EWR,MSP,149,1008,6,35,2013-02-26T11:00:00Z
2013,6,15,1928,1930,-2,2037,2112,-35,9E,3385,N920XJ,JFK,BOS,38,187,19,30,2013-06-15T23:00:00Z
2013,6,24,1501,1459,2,1833,1751,42,UA,1618,N23707,EWR,TPA,153,997,14,59,2013-06-24T18:00:00Z
2013,9,20,1241,1250,-9,1339,1400,-21,AA,178,N3ADAA,JFK,BOS,33,187,12,50,2013-09-20T16:00:00Z
2013,11,7,657,700,-3,1019,1015,4,VX,399,N635VA,JFK,LAX,345,2475,7,0,2013-11-07T12:00:00Z
2013,7,7,1506,1430,36,1826,1735,51,B6,301,N605JB,JFK,FLL,157,1069,14,30,2013-07-07T18:00:00Z
2013,1,4,1145,1145,0,1316,1335,-19,WN,794,N370SW,EWR,STL,133,872,11,45,2013-01-04T16:00:00Z
2013,4,25,1909,1730,99,2158,1956,122,F9,419,N204FR,LGA,DEN,240,1620,17,30,2013-04-25T21:00:00Z
2013,12,29,1230,1230,0,1331,1338,-7,UA,373,N855UA,EWR,BOS,41,200,12,30,2013-12-29T17:00:00Z
2013,3,26,759,800,-1,1108,1125,-17,UA,397,N510UA,JFK,SFO,350,2586,8,0,2013-03-26T12:00:00Z
2013,10,3,612,620,-8,754,810,-16,MQ,3351,N9EAMQ,LGA,DTW,83,502,6,20,2013-10-03T10:00:00Z
2013,2,10,1924,1930,-6,2130,2151,-21,9E,3798,N8747B,JFK,CLT,86,541,19,30,2013-02-11T00:00:00Z
2013,10,18,614,620,-6,804,810,-6,MQ,3351,N526MQ,LGA,DTW,88,502,6,20,2013-10-18T10:00:00Z
2013,8,20,1719,1659,20,1947,2000,-13,UA,1462,N37468,EWR,LAX,306,2454,16,59,2013-08-20T20:00:00Z
2013,9,8,1556,1527,29,1725,1701,24,UA,460,N415UA,EWR,CLE,62,404,15,27,2013-09-08T19:00:00Z
2013,2,13,1632,1630,2,1953,2015,-22,VX,27,N838VA,JFK,SFO,360,2586,16,30,2013-02-13T21:00:00Z
2013,4,30,648,650,-2,916,945,-29,AA,711,N3BPAA,LGA,DFW,186,1389,6,50,2013-04-30T10:00:00Z
2013,4,14,NA,2255,NA,NA,11,NA,B6,30,N307JB,JFK,ROC,NA,264,22,55,2013-04-15T02:00:00Z
2013,1,29,829,834,-5,1053,1137,-44,UA,1028,N37434,EWR,MCO,127,937,8,34,2013-01-29T13:00:00Z
2013,2,10,1611,1610,1,1858,1917,-19,DL,91,N381DN,JFK,LAS,313,2248,16,10,2013-02-10T21:00:00Z
2013,3,18,1532,1535,-3,1856,1844,12,9E,3325,N903XJ,JFK,DFW,211,1391,15,35,2013-03-18T19:00:00Z
2013,12,9,1049,1030,19,1341,1333,8,UA,1591,N37267,EWR,IAH,213,1400,10,30,2013-12-09T15:00:00Z
2013,12,2,909,910,-1,1242,1225,17,DL,970,N322NB,LGA,FLL,161,1076,9,10,2013-12-02T14:00:00Z
2013,1,12,2246,2250,-4,15,7,8,B6,30,N190JB,JFK,ROC,47,264,22,50,2013-01-13T03:00:00Z
2013,2,4,1255,1251,4,1604,1602,2,UA,428,N474UA,LGA,IAH,232,1416,12,51,2013-02-04T17:00:00Z
2013,1,21,955,1000,-5,1303,1254,9,UA,1623,N76508,EWR,MCO,165,937,10,0,2013-01-21T15:00:00Z
2013,5,27,1924,1925,-1,2252,2304,-12,DL,6,N3769L,JFK,SLC,276,1990,19,25,2013-05-27T23:00:00Z
2013,11,21,850,855,-5,1316,1345,-29,DL,301,N709TW,JFK,SJU,185,1598,8,55,2013-11-21T13:00:00Z
2013,5,6,1621,1445,96,1803,1645,78,US,1445,N539UW,LGA,CLT,78,544,14,45,2013-05-06T18:00:00Z
2013,9,6,450,500,-10,642,648,-6,US,1877,N154UW,EWR,CLT,92,529,5,0,2013-09-06T09:00:00Z
2013,9,18,1454,1455,-1,1735,1750,-15,MQ,3070,N501MQ,JFK,TPA,136,1005,14,55,2013-09-18T18:00:00Z
2013,10,6,2106,2045,21,2352,2359,-7,DL,443,N723TW,JFK,SEA,312,2422,20,45,2013-10-07T00:00:00Z
