carrier,flight,month_name,time_hour,dep_delay,arr_delay,dep_delay_cat,arr_delay_cat
EV,5109,June,2013-06-16T13:00:00Z,-5,-47,Kind of on time,Early
MQ,4418,May,2013-05-12T11:00:00Z,-2,-6,Kind of on time,Kind of on time
EV,5811,November,2013-11-13T21:00:00Z,63,40,Late,Late
UA,237,November,2013-11-24T23:00:00Z,28,8,Kind of on time,Kind of on time
EV,4213,July,2013-07-08T11:00:00Z,-4,3,Kind of on time,Kind of on time
EV,4702,June,2013-06-27T20:00:00Z,NA,NA,NA,NA
MQ,4670,January,2013-01-11T14:00:00Z,-7,-19,Kind of on time,Kind of on time
DL,1174,March,2013-03-16T15:00:00Z,29,10,Kind of on time,Kind of on time
EV,5407,April,2013-04-20T19:00:00Z,-2,-3,Kind of on time,Kind of on time
MQ,3365,August,2013-08-29T21:00:00Z,-8,-6,Kind of on time,Kind of on time
AA,1709,January,2013-01-29T00:00:00Z,4,-14,Kind of on time,Kind of on time
AA,2279,November,2013-11-23T12:00:00Z,-2,-18,Kind of on time,Kind of on time
AA,753,January,2013-01-19T18:00:00Z,1,-16,Kind of on time,Kind of on time
MQ,3532,October,2013-10-10T19:00:00Z,14,10,Kind of on time,Kind of on time
DL,1529,March,2013-03-23T14:00:00Z,5,22,Kind of on time,Kind of on time
US,1877,September,2013-09-15T22:00:00Z,-3,-15,Kind of on time,Kind of on time
US,2167,April,2013-04-26T13:00:00Z,-8,6,Kind of on time,Kind of on time
WN,401,September,2013-09-05T21:00:00Z,28,-2,Kind of on time,Kind of on time
UA,512,April,2013-04-18T21:00:00Z,25,38,Kind of on time,Late
UA,1712,October,2013-10-05T00:00:00Z,-4,-16,Kind of on time,Kind of on time
AA,2019,January,2013-01-31T23:00:00Z,44,36,Late,Late
UA,1519,February,2013-02-02T14:00:00Z,-3,-7,Kind of on time,Kind of on time
DL,1935,March,2013-03-16T19:00:00Z,18,27,Kind of on time,Kind of on time
DL,1131,September,2013-09-15T16:00:00Z,-5,-25,Kind of on time,Kind of on time
WN,283,January,2013-01-08T17:00:00Z,4,-22,Kind of on time,Kind of on time
DL,2347,January,2013-01-21T20:00:00Z,15,22,Kind of on time,Kind of on time
DL,1147,January,2013-01-14T01:00:00Z,-5,3,Kind of on time,Kind of on time
DL,1947,February,2013-02-12T17:00:00Z,-3,8,Kind of on time,Kind of on time
EV,4420,November,2013-11-24T12:00:00Z,-3,-20,Kind of on time,Kind of on time
UA,1481,August,2013-08-16T23:00:00Z,25,-3,Kind of on time,Kind of on time
B6,3,November,2013-11-12T12:00:00Z,-4,-13,Kind of on time,Kind of on time
UA,226,February,2013-02-26T18:00:00Z,-3,-14,Kind of on time,Kind of on time
UA,392,June,2013-06-10T20:00:00Z,8,-9,Kind of on time,Kind of on time
MQ,3748,December,2013-12-06T21:00:00Z,-3,-1,Kind of on time,Kind of on time
DL,2219,December,2013-12-31T16:00:00Z,9,16,Kind of on time,Kind of on time
9E,3341,April,2013-04-19T16:00:00Z,2,-9,Kind of on time,Kind of on time
EV,4885,November,2013-11-18T02:00:00Z,44,17,Late,Kind of on time
VX,183,April,2013-04-06T11:00:00Z,-1,-16,Kind of on time,Kind of on time
MQ,3230,December,2013-12-13T16:00:00Z,-6,-10,Kind of on time,Kind of on time
DL,2282,February,2013-03-01T02:00:00Z,-2,-5,Kind of on time,Kind of on time
DL,1843,October,2013-10-08T12:00:00Z,-6,-18,Kind of on time,Kind of on time
MQ,3550,December,2013-12-30T11:00:00Z,-6,11,Kind of on time,Kind of on time
AA,2147,August,2013-08-21T15:00:00Z,-8,-29,Kind of on time,Kind of on time
EV,4672,December,2013-12-23T02:00:00Z,115,117,Late,Late
B6,1401,October,2013-10-25T16:00:00Z,-8,-13,Kind of on time,Kind of on time
EV,4276,October,2013-10-02T01:00:00Z,-6,9,Kind of on time,Kind of on time
UA,517,April,2013-04-29T14:00:00Z,-5,-15,Kind of on time,Kind of on time
EV,4368,April,2013-04-05T00:00:00Z,-5,-17,Kind of on time,Kind of on time
EV,4375,May,2013-05-28T10:00:00Z,-2,18,Kind of on time,Kind of on time
DL,1689,May,2013-05-19T16:00:00Z,-1,-6,Kind of on time,Kind of on time
AA,179,October,2013-10-19T14:00:00Z,1,9,Kind of on time,Kind of on time
B6,983,June,2013-06-17T11:00:00Z,-5,-3,Kind of on time,Kind of on time
UA,1416,October,2013-10-12T23:00:00Z,11,-18,Kind of on time,Kind of on time
9E,2905,December,2013-12-29T01:00:00Z,-5,-20,Kind of on time,Kind of on time
MQ,4401,February,2013-02-19T11:00:00Z,-8,-13,Kind of on time,Kind of on time
EV,4141,April,2013-04-15T17:00:00Z,17,22,Kind of on time,Kind of on time
UA,441,August,2013-08-20T11:00:00Z,1,-31,Kind of on time,Early
UA,1417,July,2013-07-04T22:00:00Z,-4,-20,Kind of on time,Kind of on time
UA,397,June,2013-06-18T12:00:00Z,-2,-3,Kind of on time,Kind of on time
EV,4276,March,2013-03-07T02:00:00Z,NA,NA,NA,NA
EV,4536,July,2013-07-18T00:00:00Z,-6,-20,Kind of on time,Kind of on time
DL,1443,July,2013-07-18T13:00:00Z,-2,-23,Kind of on time,Kind of on time
AA,1905,April,2013-04-29T20:00:00Z,29,-1,Kind of on time,Kind of on time
EV,4679,November,2013-11-15T15:00:00Z,-7,-8,Kind of on time,Kind of on time
AA,1357,March,2013-03-02T13:00:00Z,57,57,Late,Late
MQ,4558,January,2013-01-01T13:00:00Z,-11,-8,Kind of on time,Kind of on time
VX,251,January,2013-01-03T14:00:00Z,-4,-28,Kind of on time,Kind of on time
B6,883,October,2013-11-01T00:00:00Z,3,11,Kind of on time,Kind of on time
UA,686,March,2013-03-02T02:00:00Z,4,3,Kind of on time,Kind of on time
DL,1543,July,2013-07-12T21:00:00Z,3,3,Kind of on time,Kind of on time
B6,1119,October,2013-10-15T21:00:00Z,3,3,Kind of on time,Kind of on time
B6,1202,August,2013-08-03T22:00:00Z,-6,1,Kind of on time,Kind of on time
DL,863,September,2013-09-01T16:00:00Z,-5,-19,Kind of on time,Kind of on time
EV,4373,May,2013-05-05T17:00:00Z,41,45,Late,Late
AA,341,May,2013-05-30T19:00:00Z,80,97,Late,Late
WN,1808,October,2013-10-23T11:00:00Z,-1,5,Kind of on time,Kind of on time
DL,2219,June,2013-06-21T15:00:00Z,22,4,Kind of on time,Kind of on time
US,75,January,2013-01-23T15:00:00Z,-3,-15,Kind of on time,Kind of on time
B6,505,November,2013-11-11T18:00:00Z,5,-4,Kind of on time,Kind of on time
EV,5815,October,2013-10-18T01:00:00Z,4,11,Kind of on time,Kind of on time
B6,391,February,2013-02-22T22:00:00Z,7,11,Kind of on time,Kind of on time
EV,5824,August,2013-08-06T21:00:00Z,5,-9,Kind of on time,Kind of on time
UA,443,September,2013-09-30T12:00:00Z,-2,-40,Kind of on time,Early
WN,226,July,2013-07-10T16:00:00Z,50,95,Late,Late
9E,3635,February,2013-02-03T20:00:00Z,19,25,Kind of on time,Kind of on time
MQ,3944,May,2013-05-04T22:00:00Z,-6,-1,Kind of on time,Kind of on time
DL,2019,February,2013-02-05T23:00:00Z,-7,-3,Kind of on time,Kind of on time
DL,1167,September,2013-09-18T12:00:00Z,-6,-17,Kind of on time,Kind of on time
DL,706,September,2013-09-04T20:00:00Z,-2,-26,Kind of on time,Kind of on time
B6,219,March,2013-03-31T12:00:00Z,5,3,Kind of on time,Kind of on time
EV,4990,May,2013-05-09T15:00:00Z,0,-5,Kind of on time,Kind of on time
B6,1307,April,2013-04-30T21:00:00Z,-3,-8,Kind of on time,Kind of on time
B6,991,January,2013-01-04T17:00:00Z,-2,-4,Kind of on time,Kind of on time
9E,3472,July,2013-07-15T22:00:00Z,118,82,Late,Late
US,926,January,2013-01-24T11:00:00Z,-1,-4,Kind of on time,Kind of on time
9E,4060,March,2013-03-13T13:00:00Z,-5,-12,Kind of on time,Kind of on time
EV,4348,September,2013-09-17T17:00:00Z,9,-9,Kind of on time,Kind of on time
EV,4667,April,2013-04-30T19:00:00Z,24,13,Kind of on time,Kind of on time
AA,1855,August,2013-08-18T15:00:00Z,-8,-13,Kind of on time,Kind of on time
AA,59,November,2013-11-17T12:00:00Z,19,30,Kind of on time,Late
MQ,4491,February,2013-02-19T19:00:00Z,11,11,Kind of on time,Kind of on time
EV,5714,June,2013-06-05T23:00:00Z,-2,1,Kind of on time,Kind of on time
DL,1715,October,2013-10-11T23:00:00Z,86,59,Late,Late
B6,423,September,2013-09-10T20:00:00Z,0,-31,Kind of on time,Early
9E,3542,June,2013-06-04T22:00:00Z,26,20,Kind of on time,Kind of on time
B6,286,July,2013-07-26T17:00:00Z,-4,-17,Kind of on time,Kind of on time
US,1444,July,2013-07-26T14:00:00Z,9,6,Kind of on time,Kind of on time
EV,5276,April,2013-04-11T18:00:00Z,-1,8,Kind of on time,Kind of on time
9E,4065,October,2013-10-22T13:00:00Z,-9,-37,Kind of on time,Early
DL,947,April,2013-04-17T23:00:00Z,-4,5,Kind of on time,Kind of on time
UA,421,February,2013-02-18T11:00:00Z,-1,-4,Kind of on time,Kind of on time
EV,4412,December,2013-12-01T18:00:00Z,18,-3,Kind of on time,Kind of on time
B6,2502,August,2013-08-08T16:00:00Z,-9,-21,Kind of on time,Kind of on time
UA,1687,April,2013-04-17T18:00:00Z,-5,-28,Kind of on time,Kind of on time
DL,2331,November,2013-11-07T23:00:00Z,-3,14,Kind of on time,Kind of on time
B6,219,March,2013-03-19T12:00:00Z,-2,6,Kind of on time,Kind of on time
B6,885,December,2013-12-26T12:00:00Z,-3,8,Kind of on time,Kind of on time
B6,108,October,2013-10-19T02:00:00Z,11,3,Kind of on time,Kind of on time
B6,371,June,2013-06-01T10:00:00Z,-6,-25,Kind of on time,Kind of on time
AA,731,March,2013-03-26T14:00:00Z,-8,-24,Kind of on time,Kind of on time
WN,408,February,2013-02-01T22:00:00Z,10,-2,Kind of on time,Kind of on time
DL,2155,January,2013-01-30T02:00:00Z,-3,-17,Kind of on time,Kind of on time
B6,431,July,2013-07-25T17:00:00Z,94,110,Late,Late
9E,4120,July,2013-07-01T18:00:00Z,62,83,Late,Late
AA,2041,August,2013-08-12T16:00:00Z,0,-18,Kind of on time,Kind of on time
UA,1519,October,2013-10-04T15:00:00Z,-8,-25,Kind of on time,Kind of on time
DL,1429,July,2013-07-15T12:00:00Z,12,-16,Kind of on time,Kind of on time
AA,1611,July,2013-07-11T21:00:00Z,20,10,Kind of on time,Kind of on time
UA,1605,December,2013-12-05T17:00:00Z,-6,9,Kind of on time,Kind of on time
US,2150,October,2013-10-17T18:00:00Z,-5,-1,Kind of on time,Kind of on time
MQ,3416,June,2013-06-25T19:00:00Z,3,1,Kind of on time,Kind of on time
AA,2099,June,2013-06-25T15:00:00Z,2,-28,Kind of on time,Kind of on time
EV,3813,May,2013-05-17T01:00:00Z,0,8,Kind of on time,Kind of on time
DL,91,March,2013-03-28T19:00:00Z,1,-29,Kind of on time,Kind of on time
B6,185,May,2013-05-27T20:00:00Z,-7,-12,Kind of on time,Kind of on time
B6,117,March,2013-03-21T10:00:00Z,-6,-15,Kind of on time,Kind of on time
AA,715,May,2013-05-20T11:00:00Z,-3,-11,Kind of on time,Kind of on time
US,1733,February,2013-02-26T12:00:00Z,-1,7,Kind of on time,Kind of on time
B6,1729,September,2013-09-09T19:00:00Z,67,43,Late,Late
EV,4581,April,2013-04-07T14:00:00Z,3,-11,Kind of on time,Kind of on time
AA,321,April,2013-04-25T14:00:00Z,5,40,Kind of on time,Late
UA,1075,October,2013-10-27T22:00:00Z,3,5,Kind of on time,Kind of on time
AA,1175,December,2013-12-17T11:00:00Z,0,27,Kind of on time,Kind of on time
AA,1467,June,2013-06-27T20:00:00Z,-4,88,Kind of on time,Late
EV,4264,February,2013-02-05T16:00:00Z,36,25,Late,Kind of on time
EV,4662,August,2013-08-10T14:00:00Z,-2,-10,Kind of on time,Kind of on time
WN,1696,August,2013-08-07T11:00:00Z,0,-1,Kind of on time,Kind of on time
B6,271,November,2013-11-17T14:00:00Z,-1,-19,Kind of on time,Kind of on time
B6,711,August,2013-08-08T22:00:00Z,76,126,Late,Late
B6,1295,October,2013-10-25T00:00:00Z,5,13,Kind of on time,Kind of on time
DL,1935,June,2013-06-03T19:00:00Z,42,52,Late,Late
B6,380,March,2013-03-13T10:00:00Z,-5,9,Kind of on time,Kind of on time
UA,1116,August,2013-08-15T14:00:00Z,22,-1,Kind of on time,Kind of on time
B6,27,December,2013-12-30T14:00:00Z,2,3,Kind of on time,Kind of on time
EV,4328,November,2013-11-20T21:00:00Z,-4,-12,Kind of on time,Kind of on time
DL,2170,May,2013-05-27T12:00:00Z,-1,-22,Kind of on time,Kind of on time
B6,583,December,2013-12-31T11:00:00Z,-4,23,Kind of on time,Kind of on time
AA,1170,October,2013-10-22T18:00:00Z,-9,-6,Kind of on time,Kind of on time
B6,523,May,2013-05-28T15:00:00Z,-7,-24,Kind of on time,Kind of on time
B6,119,February,2013-02-25T19:00:00Z,-9,20,Kind of on time,Kind of on time
B6,715,January,2013-01-15T12:00:00Z,-5,2,Kind of on time,Kind of on time
9E,3285,July,2013-07-07T23:00:00Z,18,59,Kind of on time,Late
US,29,May,2013-05-01T14:00:00Z,-2,-23,Kind of on time,Kind of on time
DL,1565,June,2013-06-19T17:00:00Z,-3,-6,Kind of on time,Kind of on time
US,456,October,2013-10-14T17:00:00Z,-3,-14,Kind of on time,Kind of on time
UA,1454,May,2013-05-08T22:00:00Z,147,148,Late,Late
DL,2331,July,2013-07-15T21:00:00Z,31,51,Late,Late
US,802,November,2013-11-07T18:00:00Z,-4,1,Kind of on time,Kind of on time
B6,1701,December,2013-12-05T14:00:00Z,-1,22,Kind of on time,Kind of on time
B6,573,August,2013-08-09T19:00:00Z,106,121,Late,Late
EV,5716,November,2013-11-06T11:00:00Z,-7,-20,Kind of on time,Kind of on time
EV,4269,March,2013-03-13T14:00:00Z,0,8,Kind of on time,Kind of on time
AA,883,January,2013-01-16T19:00:00Z,-8,5,Kind of on time,Kind of on time
EV,4516,December,2013-12-16T00:00:00Z,-4,-14,Kind of on time,Kind of on time
WN,1787,September,2013-09-12T16:00:00Z,1,73,Kind of on time,Late
AA,791,January,2013-01-04T00:00:00Z,61,65,Late,Late
UA,308,December,2013-12-19T01:00:00Z,19,12,Kind of on time,Kind of on time
EV,4596,October,2013-10-13T18:00:00Z,-4,-13,Kind of on time,Kind of on time
MQ,3565,June,2013-06-12T13:00:00Z,-5,-12,Kind of on time,Kind of on time
B6,885,March,2013-03-21T13:00:00Z,-3,0,Kind of on time,Kind of on time
DL,1765,August,2013-08-06T14:00:00Z,-7,6,Kind of on time,Kind of on time
MQ,3134,September,2013-09-13T22:00:00Z,36,18,Late,Kind of on time
AA,185,February,2013-02-24T02:00:00Z,-6,18,Kind of on time,Kind of on time
EV,5091,September,2013-09-09T19:00:00Z,-4,12,Kind of on time,Kind of on time
AA,655,May,2013-05-31T11:00:00Z,82,79,Late,Late
UA,789,November,2013-11-06T19:00:00Z,-7,-20,Kind of on time,Kind of on time
UA,841,July,2013-07-18T18:00:00Z,18,-3,Kind of on time,Kind of on time
DL,461,April,2013-04-04T10:00:00Z,-3,9,Kind of on time,Kind of on time
EV,4572,March,2013-03-06T20:00:00Z,NA,NA,NA,NA
AA,307,October,2013-10-16T11:00:00Z,-8,-11,Kind of on time,Kind of on time
DL,1465,July,2013-07-05T23:00:00Z,-1,-36,Kind of on time,Early
UA,15,September,2013-09-27T17:00:00Z,-6,3,Kind of on time,Kind of on time
DL,2181,October,2013-10-11T19:00:00Z,68,38,Late,Late
UA,1270,December,2013-12-02T19:00:00Z,12,-9,Kind of on time,Kind of on time
EV,4535,July,2013-07-24T10:00:00Z,-6,-27,Kind of on time,Kind of on time
UA,1246,December,2013-12-12T11:00:00Z,-1,-14,Kind of on time,Kind of on time
DL,2445,September,2013-09-21T12:00:00Z,-3,-4,Kind of on time,Kind of on time
B6,1085,May,2013-05-06T21:00:00Z,37,11,Late,Kind of on time
B6,523,January,2013-01-03T17:00:00Z,-4,17,Kind of on time,Kind of on time
DL,1715,July,2013-07-19T22:00:00Z,-1,-10,Kind of on time,Kind of on time
VX,407,May,2013-05-20T13:00:00Z,1,-39,Kind of on time,Early
MQ,3384,July,2013-07-17T01:00:00Z,-6,10,Kind of on time,Kind of on time
EV,4516,January,2013-01-01T18:00:00Z,39,84,Late,Late
EV,5373,December,2013-12-19T19:00:00Z,-4,-40,Kind of on time,Early
WN,332,December,2013-12-18T17:00:00Z,13,6,Kind of on time,Kind of on time
DL,1647,April,2013-04-12T15:00:00Z,21,28,Kind of on time,Kind of on time
UA,1175,June,2013-06-04T10:00:00Z,-5,-4,Kind of on time,Kind of on time
DL,1935,March,2013-03-06T20:00:00Z,16,-16,Kind of on time,Kind of on time
MQ,4525,May,2013-05-16T19:00:00Z,-6,4,Kind of on time,Kind of on time
AA,59,March,2013-03-04T12:00:00Z,-2,-8,Kind of on time,Kind of on time
B6,1191,August,2013-08-22T16:00:00Z,11,19,Kind of on time,Kind of on time
DL,1164,November,2013-11-27T19:00:00Z,9,5,Kind of on time,Kind of on time
MQ,3730,April,2013-04-25T22:00:00Z,106,99,Late,Late
UA,460,November,2013-11-06T19:00:00Z,4,10,Kind of on time,Kind of on time
EV,4703,March,2013-03-26T19:00:00Z,-2,-14,Kind of on time,Kind of on time
EV,4596,January,2013-01-09T19:00:00Z,-3,1,Kind of on time,Kind of on time
EV,4085,May,2013-05-22T19:00:00Z,NA,NA,NA,NA
UA,646,January,2013-01-27T12:00:00Z,-2,-29,Kind of on time,Kind of on time
DL,923,May,2013-05-23T13:00:00Z,-2,18,Kind of on time,Kind of on time
EV,4898,May,2013-05-01T17:00:00Z,-1,-3,Kind of on time,Kind of on time
9E,3795,October,2013-10-03T17:00:00Z,-5,-17,Kind of on time,Kind of on time
B6,705,December,2013-12-29T02:00:00Z,61,45,Late,Late
EV,5678,December,2013-12-18T22:00:00Z,3,-4,Kind of on time,Kind of on time
WN,2497,April,2013-04-14T16:00:00Z,-1,-18,Kind of on time,Kind of on time
B6,1273,April,2013-04-05T12:00:00Z,15,50,Kind of on time,Late
US,2132,March,2013-03-25T19:00:00Z,-7,-22,Kind of on time,Kind of on time
B6,112,March,2013-03-31T02:00:00Z,-1,-13,Kind of on time,Kind of on time
EV,4087,April,2013-04-11T23:00:00Z,142,146,Late,Late
AA,2267,December,2013-12-10T13:00:00Z,-9,25,Kind of on time,Kind of on time
DL,2285,June,2013-06-01T11:00:00Z,-5,-29,Kind of on time,Kind of on time
UA,1170,April,2013-04-18T13:00:00Z,6,35,Kind of on time,Late
US,1951,September,2013-09-12T15:00:00Z,-3,2,Kind of on time,Kind of on time
B6,509,May,2013-05-10T22:00:00Z,-7,-3,Kind of on time,Kind of on time
UA,10,January,2013-01-31T12:00:00Z,2,31,Kind of on time,Late
EV,4552,August,2013-08-10T17:00:00Z,-7,NA,Kind of on time,NA
DL,1942,October,2013-10-02T19:00:00Z,-3,-5,Kind of on time,Kind of on time
EV,4689,February,2013-02-22T15:00:00Z,2,-9,Kind of on time,Kind of on time
B6,165,August,2013-08-25T00:00:00Z,0,-2,Kind of on time,Kind of on time
UA,427,April,2013-04-11T10:00:00Z,0,32,Kind of on time,Late
DL,476,September,2013-09-05T17:00:00Z,-5,-24,Kind of on time,Kind of on time
B6,1006,January,2013-01-09T17:00:00Z,-5,-13,Kind of on time,Kind of on time
B6,1816,July,2013-07-25T02:00:00Z,-7,-16,Kind of on time,Kind of on time
EV,5904,November,2013-11-13T11:00:00Z,-6,-17,Kind of on time,Kind of on time
DL,1647,January,2013-01-20T16:00:00Z,-5,-22,Kind of on time,Kind of on time
MQ,3272,October,2013-10-04T12:00:00Z,-11,-23,Kind of on time,Kind of on time
AA,331,October,2013-10-13T17:00:00Z,-5,-7,Kind of on time,Kind of on time
UA,594,February,2013-02-04T23:00:00Z,0,-8,Kind of on time,Kind of on time
EV,5038,September,2013-09-05T23:00:00Z,-6,-41,Kind of on time,Early
UA,1143,December,2013-12-29T15:00:00Z,5,26,Kind of on time,Kind of on time
EV,4672,July,2013-07-25T00:00:00Z,40,45,Late,Late
VX,187,July,2013-07-26T14:00:00Z,-12,-11,Kind of on time,Kind of on time
MQ,4479,January,2013-01-30T22:00:00Z,-5,-7,Kind of on time,Kind of on time
UA,303,May,2013-05-12T10:00:00Z,-8,-52,Kind of on time,Early
EV,4662,September,2013-09-18T15:00:00Z,-7,-8,Kind of on time,Kind of on time
UA,1682,October,2013-10-09T21:00:00Z,0,-27,Kind of on time,Kind of on time
UA,624,November,2013-11-11T21:00:00Z,-1,5,Kind of on time,Kind of on time
DL,269,August,2013-08-25T11:00:00Z,10,-5,Kind of on time,Kind of on time
AA,300,October,2013-10-12T16:00:00Z,3,-18,Kind of on time,Kind of on time
WN,2226,April,2013-04-29T17:00:00Z,2,-14,Kind of on time,Kind of on time
US,1625,January,2013-01-08T16:00:00Z,-11,-25,Kind of on time,Kind of on time
B6,63,August,2013-08-25T13:00:00Z,-3,-18,Kind of on time,Kind of on time
DL,731,March,2013-03-23T10:00:00Z,-6,-17,Kind of on time,Kind of on time
B6,2302,June,2013-06-22T20:00:00Z,0,-9,Kind of on time,Kind of on time
UA,1066,November,2013-11-07T02:00:00Z,1,-12,Kind of on time,Kind of on time
B6,118,December,2013-12-13T19:00:00Z,8,-1,Kind of on time,Kind of on time
DL,857,August,2013-08-27T12:00:00Z,-5,-31,Kind of on time,Early
DL,269,August,2013-08-06T11:00:00Z,-2,-2,Kind of on time,Kind of on time
B6,1171,August,2013-08-28T18:00:00Z,60,38,Late,Late
UA,1479,October,2013-10-02T15:00:00Z,-7,-20,Kind of on time,Kind of on time
AA,1999,April,2013-04-23T21:00:00Z,48,16,Late,Kind of on time
WN,2261,August,2013-08-07T17:00:00Z,69,60,Late,Late
EV,4596,June,2013-06-18T19:00:00Z,44,48,Late,Late
DL,1576,September,2013-09-29T22:00:00Z,2,-37,Kind of on time,Early
DL,503,April,2013-04-14T21:00:00Z,-1,-1,Kind of on time,Kind of on time
B6,518,July,2013-07-04T14:00:00Z,-5,-9,Kind of on time,Kind of on time
B6,87,April,2013-04-11T22:00:00Z,17,-7,Kind of on time,Kind of on time
EV,5298,October,2013-10-27T21:00:00Z,70,46,Late,Late
DL,95,January,2013-01-30T20:00:00Z,70,88,Late,Late
AA,443,March,2013-03-05T12:00:00Z,-5,-4,Kind of on time,Kind of on time
DL,2285,August,2013-08-17T11:00:00Z,-7,-7,Kind of on time,Kind of on time
UA,497,September,2013-09-14T13:00:00Z,-5,-20,Kind of on time,Kind of on time
B6,359,August,2013-08-26T22:00:00Z,81,39,Late,Late
EV,4471,July,2013-07-26T10:00:00Z,NA,NA,NA,NA
DL,665,December,2013-12-29T13:00:00Z,-11,13,Kind of on time,Kind of on time
EV,5373,October,2013-10-16T15:00:00Z,-4,-13,Kind of on time,Kind of on time
UA,1101,May,2013-05-17T19:00:00Z,8,-20,Kind of on time,Kind of on time
EV,4380,August,2013-08-07T12:00:00Z,0,15,Kind of on time,Kind of on time
DL,423,October,2013-10-21T16:00:00Z,-1,-17,Kind of on time,Kind of on time
B6,79,February,2013-02-04T11:00:00Z,-6,-6,Kind of on time,Kind of on time
B6,583,July,2013-07-02T10:00:00Z,-5,-8,Kind of on time,Kind of on time
B6,715,May,2013-05-17T10:00:00Z,0,-8,Kind of on time,Kind of on time
9E,3507,September,2013-09-24T11:00:00Z,-3,-15,Kind of on time,Kind of on time
B6,611,February,2013-02-23T13:00:00Z,-7,-2,Kind of on time,Kind of on time
UA,251,September,2013-09-08T23:00:00Z,26,-7,Kind of on time,Kind of on time
B6,1338,May,2013-05-25T17:00:00Z,6,-5,Kind of on time,Kind of on time
EV,4353,April,2013-04-10T21:00:00Z,NA,NA,NA,NA
UA,1111,December,2013-12-21T19:00:00Z,32,-3,Late,Kind of on time
WN,1221,August,2013-08-03T13:00:00Z,-2,4,Kind of on time,Kind of on time
UA,1289,August,2013-08-06T18:00:00Z,7,-20,Kind of on time,Kind of on time
UA,554,September,2013-09-11T11:00:00Z,19,-5,Kind of on time,Kind of on time
MQ,4573,February,2013-02-03T01:00:00Z,-12,-21,Kind of on time,Kind of on time
EV,4701,July,2013-07-07T19:00:00Z,-2,NA,Kind of on time,NA
9E,4245,July,2013-07-18T22:00:00Z,49,85,Late,Late
9E,4127,February,2013-02-22T00:00:00Z,59,48,Late,Late
B6,517,April,2013-04-21T13:00:00Z,-5,7,Kind of on time,Kind of on time
DL,2590,December,2013-12-29T00:00:00Z,10,-15,Kind of on time,Kind of on time
AA,1871,January,2013-01-24T14:00:00Z,-9,-7,Kind of on time,Kind of on time
UA,719,January,2013-01-15T11:00:00Z,NA,NA,NA,NA
WN,249,September,2013-09-02T10:00:00Z,-6,-11,Kind of on time,Kind of on time
DL,1131,September,2013-09-26T16:00:00Z,-1,2,Kind of on time,Kind of on time
B6,5,July,2013-07-14T13:00:00Z,-3,-35,Kind of on time,Early
DL,181,March,2013-03-13T13:00:00Z,32,2,Late,Kind of on time
DL,183,November,2013-11-24T12:00:00Z,21,25,Kind of on time,Kind of on time
B6,649,May,2013-05-21T00:00:00Z,3,-24,Kind of on time,Kind of on time
VX,169,April,2013-04-26T22:00:00Z,0,9,Kind of on time,Kind of on time
MQ,4484,May,2013-05-28T22:00:00Z,-13,-21,Kind of on time,Kind of on time
B6,201,December,2013-12-20T23:00:00Z,-3,-25,Kind of on time,Kind of on time
WN,1354,May,2013-05-24T22:00:00Z,71,26,Late,Kind of on time
MQ,4333,April,2013-04-29T19:00:00Z,0,-6,Kind of on time,Kind of on time
EV,3842,October,2013-10-23T01:00:00Z,-5,-21,Kind of on time,Kind of on time
B6,116,November,2013-11-26T14:00:00Z,5,-6,Kind of on time,Kind of on time
DL,1085,April,2013-04-28T22:00:00Z,-3,-20,Kind of on time,Kind of on time
B6,1503,December,2013-12-15T04:00:00Z,5,11,Kind of on time,Kind of on time
DL,706,April,2013-04-28T21:00:00Z,2,-10,Kind of on time,Kind of on time
EV,4241,June,2013-06-17T10:00:00Z,-1,-2,Kind of on time,Kind of on time
UA,1210,May,2013-05-31T14:00:00Z,25,13,Kind of on time,Kind of on time
DL,120,April,2013-04-03T13:00:00Z,-10,-32,Kind of on time,Early
DL,2219,March,2013-03-05T16:00:00Z,-3,-15,Kind of on time,Kind of on time
B6,1295,October,2013-10-29T00:00:00Z,-4,-4,Kind of on time,Kind of on time
US,1965,August,2013-08-02T10:00:00Z,-1,-16,Kind of on time,Kind of on time
DL,181,July,2013-07-29T13:00:00Z,-8,-9,Kind of on time,Kind of on time
B6,403,October,2013-10-18T12:00:00Z,-5,-28,Kind of on time,Kind of on time
B6,383,January,2013-01-13T02:00:00Z,-9,-31,Kind of on time,Early
DL,2343,November,2013-11-24T15:00:00Z,-7,-5,Kind of on time,Kind of on time
UA,423,May,2013-05-22T19:00:00Z,33,6,Late,Kind of on time
MQ,3231,December,2013-12-22T20:00:00Z,-2,21,Kind of on time,Kind of on time
B6,918,November,2013-11-06T21:00:00Z,142,142,Late,Late
B6,49,May,2013-05-26T10:00:00Z,-5,-19,Kind of on time,Kind of on time
DL,2098,August,2013-08-09T16:00:00Z,-2,-20,Kind of on time,Kind of on time
DL,315,May,2013-05-03T17:00:00Z,-3,-23,Kind of on time,Kind of on time
DL,1443,June,2013-06-28T13:00:00Z,-2,-19,Kind of on time,Kind of on time
9E,2954,November,2013-11-21T23:00:00Z,-5,-13,Kind of on time,Kind of on time
UA,1625,August,2013-08-19T14:00:00Z,38,17,Late,Kind of on time
AA,313,November,2013-11-11T14:00:00Z,-10,-5,Kind of on time,Kind of on time
B6,117,June,2013-06-09T10:00:00Z,-4,-4,Kind of on time,Kind of on time
